employee_id,first_name,last_name,department_id,job_role,job_level,hire_date,gender,age,marital_status,education_level,distance_from_home,business_travel,manager_id,current_status
323,Diego,Eriksen,4,Finance Manager,5,2018-02-09,Female,50,Divorced,Master,1,Travel_Rarely,140,Active
325,Marcus,Osei,2,QA Engineer,1,2019-11-12,Male,33,Married,Bachelor,14,Travel_Rarely,901,Terminated
327,Priya,Kaur,4,Finance Manager,4,2008-02-03,Female,43,Married,Bachelor,16,Travel_Rarely,787,Active
328,Rahul,Grimaldi,2,QA Engineer,1,2014-09-17,Female,33,Married,College,2,Travel_Rarely,901,Terminated
329,Soren,Reyes,4,Finance Manager,5,1992-04-04,Male,52,Single,Master,2,Non-Travel,140,Active
330,Claire,Kaur,1,Sales Representative,1,2021-03-17,Female,32,Married,College,4,Travel_Rarely,580,Active
331,Omar,Krishnan,2,QA Engineer,1,2021-03-13,Male,32,Single,Bachelor,1,Travel_Rarely,1472,Terminated
332,Sofia,Bakker,2,QA Engineer,1,2022-11-14,Female,39,Divorced,Master,1,Travel_Rarely,1128,Active
333,Samir,Fitzgerald,1,Sales Executive,2,2022-06-11,Male,32,Married,Master,26,Non-Travel,1050,Active
334,Jonas,Mehta,2,Software Engineer,2,2024-08-14,Male,41,Divorced,College,19,Travel_Rarely,1263,Active
335,Ingrid,Larsen,2,Software Engineer,2,2016-03-07,Male,40,Divorced,College,24,Travel_Rarely,1263,Active
336,Tobias,Okafor,4,Finance Manager,5,2001-09-30,Male,45,Married,Bachelor,1,Travel_Rarely,140,Active
337,Claire,Moreau,2,Engineering Director,3,2023-06-20,Male,31,Divorced,Master,3,Travel_Frequently,638,Active
338,Samir,Rossi,2,Software Engineer,1,2023-08-05,Female,33,Married,Master,5,Travel_Rarely,901,Active
339,Grace,Kaur,5,Operations Director,2,2014-06-24,Male,34,Married,Master,2,Travel_Rarely,1026,Active
340,Nadia,Dubois,2,Software Engineer,1,2022-11-16,Female,37,Married,College,1,Travel_Rarely,1837,Active
341,Nadia,Petrov,5,Operations Director,2,2022-03-19,Male,45,Married,Master,7,Travel_Frequently,2034,Active
342,Andre,Navarro,5,Operations Director,3,2023-05-26,Male,37,Divorced,Bachelor,10,Travel_Frequently,1367,Terminated
343,Andre,Moreau,6,Support Representative,3,2006-12-10,Female,39,Single,Master,2,Travel_Frequently,431,Active
346,Fatima,Mbeki,2,Software Engineer,1,2019-04-25,Male,29,Single,Bachelor,15,Travel_Rarely,1539,Active
347,Ingrid,Halvorsen,2,Software Engineer,2,2022-06-09,Female,42,Single,College,17,Travel_Rarely,1941,Active
349,Rahul,Aoki,1,Sales Executive,2,2022-12-25,Male,29,Divorced,College,20,Travel_Rarely,1391,Active
350,Bruno,Fitzgerald,5,Operations Director,2,2021-08-10,Female,25,Married,Bachelor,1,Travel_Rarely,1360,Active
351,Peter,Tanaka,2,QA Engineer,1,2016-06-27,Female,42,Divorced,Bachelor,2,Travel_Rarely,1035,Active
352,Felix,Reyes,2,Engineering Director,5,2004-02-13,Male,40,Divorced,College,2,Travel_Rarely,522,Active
353,Fatima,Tanaka,2,Software Engineer,1,2024-11-02,Male,51,Married,Bachelor,1,Travel_Rarely,58,Active
355,Claire,Petrov,2,QA Engineer,1,2019-05-11,Male,31,Single,College,29,Travel_Frequently,997,Terminated
359,Divya,Marchetti,2,QA Engineer,1,2020-08-27,Male,32,Married,Bachelor,7,Travel_Frequently,1472,Active
361,Caleb,Andersen,1,Sales Executive,2,2017-10-15,Male,38,Married,College,2,Non-Travel,2056,Active
362,Anika,Kowalski,2,QA Engineer,2,2019-03-30,Male,32,Single,Below College,2,Travel_Rarely,1217,Active
363,Camila,Halvorsen,4,Finance Manager,4,2018-11-29,Female,46,Married,Bachelor,2,Travel_Rarely,787,Active
364,Aisha,Kaur,2,QA Engineer,1,2023-10-24,Male,28,Single,Master,2,Travel_Rarely,575,Terminated
366,Oscar,Tanaka,1,Sales Executive,2,2025-01-23,Male,29,Married,Bachelor,2,Travel_Rarely,1391,Active
367,Omar,Duarte,6,Support Representative,2,2016-03-05,Male,31,Married,Bachelor,23,Travel_Rarely,1697,Active
369,Ingrid,Simonsen,6,Support Representative,2,2019-12-27,Male,25,Divorced,College,5,Non-Travel,165,Active
372,Soren,Duarte,6,Support Representative,4,2005-08-20,Male,45,Married,College,20,Travel_Rarely,1278,Active
373,Chloe,Grimaldi,2,QA Engineer,1,2010-03-30,Male,36,Married,Bachelor,6,Travel_Rarely,1424,Active
374,Aarav,Lindqvist,4,Finance Manager,5,1989-04-23,Male,55,Single,Bachelor,1,Travel_Rarely,549,Active
376,Divya,Nakamura,4,Finance Manager,3,2013-11-08,Male,47,Married,Master,29,Non-Travel,1578,Terminated
377,Fatima,Bergman,2,Software Engineer,1,2020-11-07,Male,28,Married,Bachelor,9,Travel_Rarely,575,Active
378,Omar,Hassan,1,Sales Executive,2,2020-12-23,Male,37,Married,Master,6,Travel_Rarely,81,Active
379,Peter,Dubois,2,Software Engineer,1,2022-12-15,Male,21,Single,College,3,Travel_Rarely,1485,Active
380,Chloe,Bianchi,2,Engineering Director,3,2020-07-03,Female,37,Divorced,Master,1,Non-Travel,396,Active
381,Felix,Kaur,4,Finance Manager,3,2018-02-04,Female,35,Divorced,Bachelor,22,Travel_Rarely,1973,Active
382,Sanne,Grimaldi,1,Sales Executive,2,2017-06-02,Female,38,Divorced,College,7,Travel_Rarely,573,Active
384,Grace,Nowak,5,Operations Director,2,2019-10-24,Female,26,Divorced,Bachelor,1,Travel_Frequently,1360,Active
385,Hannah,Lindqvist,2,Engineering Director,5,2015-12-08,Male,50,Divorced,Below College,4,Travel_Rarely,1423,Active
386,Jonas,Whitfield,2,Engineering Director,4,2020-07-22,Male,53,Married,Master,3,Travel_Rarely,162,Active
387,Zara,Jokinen,1,Sales Executive,2,2005-01-22,Male,42,Married,Below College,1,Travel_Rarely,1975,Active
388,Diego,Reyes,1,Sales Executive,2,2015-10-29,Male,29,Single,College,2,Travel_Frequently,1391,Active
389,Amara,Dubois,2,QA Engineer,2,2015-08-02,Male,55,Married,College,20,Travel_Rarely,638,Active
390,Oscar,Hassan,6,Support Representative,2,2020-12-19,Male,26,Married,College,11,Travel_Frequently,165,Active
391,Nikolai,Osei,2,Software Engineer,1,2008-07-24,Female,37,Single,Bachelor,1,Travel_Rarely,1837,Active
392,Isabel,Petrov,2,QA Engineer,1,2023-05-24,Male,44,Divorced,Bachelor,24,Travel_Frequently,999,Terminated
393,Bruno,Moreau,6,Support Representative,2,2023-12-28,Male,38,Divorced,Master,23,Travel_Rarely,119,Active
394,Ethan,Mbeki,2,QA Engineer,1,2020-07-26,Male,26,Divorced,Master,16,Travel_Rarely,661,Terminated
395,Rosa,Simonsen,2,Software Engineer,1,2020-01-25,Female,28,Single,College,8,Travel_Rarely,575,Active
396,Chloe,Tanaka,2,Engineering Director,5,2022-03-21,Female,49,Single,Master,10,Travel_Frequently,1423,Active
397,Nina,Moreau,2,Software Engineer,2,2017-03-16,Male,36,Single,Bachelor,3,Travel_Rarely,447,Active
399,Zara,Haddad,1,Sales Representative,1,2023-03-26,Female,31,Divorced,Bachelor,5,Travel_Frequently,580,Active
401,Daniel,Grimaldi,1,Sales Executive,2,2017-04-18,Male,26,Single,Master,4,Travel_Rarely,2055,Terminated
403,Oscar,Silva,2,Software Engineer,1,2021-06-16,Male,37,Married,Bachelor,9,Travel_Frequently,1837,Active
404,Nadia,Kowalski,1,Sales Executive,4,2005-03-06,Female,42,Married,Bachelor,26,Travel_Frequently,532,Active
405,Rahul,Larsen,2,QA Engineer,1,2024-11-25,Male,18,Single,Bachelor,3,Travel_Rarely,612,Terminated
406,Soren,Sharma,1,Sales Executive,3,2014-11-17,Male,35,Married,Bachelor,16,Travel_Rarely,1863,Active
407,Nadia,Eriksen,2,QA Engineer,1,2024-01-11,Male,36,Married,Master,18,Travel_Frequently,1424,Active
408,Anika,Castellanos,5,Operations Director,2,2021-08-05,Male,51,Divorced,Bachelor,2,Travel_Rarely,1005,Active
410,Elena,Sharma,4,Finance Manager,4,2003-08-14,Male,41,Single,Master,2,Travel_Rarely,1336,Active
411,Samir,Jokinen,1,Sales Representative,1,2025-01-05,Female,18,Single,Bachelor,10,Travel_Rarely,302,Active
412,Ethan,Grimaldi,6,Support Representative,2,2017-07-28,Male,28,Single,College,16,Travel_Rarely,165,Active
416,Diego,Kowalski,1,Sales Executive,2,2017-08-09,Male,31,Married,Bachelor,7,Travel_Rarely,1319,Active
417,Elena,Varga,6,Support Representative,3,2007-09-08,Male,39,Divorced,Bachelor,1,Travel_Rarely,431,Active
419,Viktor,Dubois,2,QA Engineer,2,2016-07-04,Female,36,Married,Master,24,Non-Travel,447,Active
420,Rosa,Vandenberg,1,Sales Executive,2,2012-06-08,Male,32,Married,Bachelor,7,Travel_Rarely,1050,Active
421,Tariq,Jokinen,2,Engineering Director,3,2015-02-03,Female,38,Married,College,25,Travel_Rarely,396,Active
422,Lena,Okafor,6,Support Representative,2,2020-01-05,Male,58,Divorced,Master,1,Non-Travel,431,Active
423,Zara,Krishnan,2,Software Engineer,1,2020-08-05,Male,31,Married,Master,5,Travel_Rarely,997,Active
424,Chloe,Marchetti,3,HR Generalist,2,2023-03-26,Male,31,Married,Bachelor,2,Travel_Rarely,1744,Active
425,Claire,Jokinen,2,QA Engineer,3,2001-06-21,Male,45,Divorced,Bachelor,7,Travel_Frequently,1061,Active
426,Luis,Bianchi,2,Software Engineer,1,2023-06-14,Male,31,Divorced,Master,2,Travel_Rarely,997,Active
428,Divya,Petrov,4,Finance Manager,3,2015-07-05,Female,33,Married,Master,5,Travel_Frequently,1973,Active
429,Marcus,Bakker,4,Finance Manager,4,2004-06-13,Male,39,Married,Below College,10,Travel_Rarely,1578,Active
430,Jonas,Ortega,2,QA Engineer,1,2017-03-02,Female,43,Single,Master,10,Travel_Frequently,999,Active
431,Leila,Halvorsen,6,Support Representative,4,2018-01-02,Female,49,Single,College,1,Travel_Rarely,1278,Active
433,Ethan,Cardoso,2,Software Engineer,2,2015-02-15,Male,52,Married,Master,8,Travel_Rarely,638,Terminated
434,Ethan,Petrov,2,Software Engineer,1,2021-08-13,Female,27,Single,Bachelor,5,Travel_Rarely,1523,Active
436,Bruno,Tanaka,1,Sales Executive,2,2012-05-22,Female,32,Married,College,8,Travel_Rarely,1050,Active
437,Daniel,Haddad,1,Sales Executive,2,2020-06-17,Male,27,Single,Bachelor,2,Travel_Rarely,174,Active
438,Chloe,Marchetti,1,Sales Executive,2,2018-05-04,Male,31,Divorced,Bachelor,7,Travel_Rarely,1319,Active
439,Kwame,Ferreira,2,Software Engineer,2,2018-07-03,Female,32,Single,Master,2,Travel_Rarely,1217,Active
440,Marcus,Delacroix,2,Software Engineer,1,2020-09-24,Male,28,Married,Master,2,Travel_Rarely,575,Terminated
441,Elena,Lindqvist,2,Software Engineer,2,2015-05-29,Female,30,Married,College,28,Travel_Rarely,1608,Active
442,Fatima,Lindqvist,5,Operations Director,3,2015-01-05,Female,31,Married,College,7,Travel_Frequently,1367,Active
444,Luis,Bakker,4,Finance Manager,5,2004-08-30,Male,39,Married,College,7,Travel_Frequently,1338,Active
445,Jonas,Mehta,1,Sales Executive,2,2024-02-25,Female,39,Married,College,3,Travel_Rarely,2056,Terminated
446,Oscar,Rossi,1,Sales Executive,2,2018-09-20,Male,33,Single,Bachelor,10,Travel_Frequently,1050,Active
447,Tobias,Moreau,2,Engineering Director,5,2022-03-29,Male,47,Married,Doctor,5,Travel_Rarely,254,Active
448,Lena,Quintero,2,QA Engineer,2,2016-04-28,Female,43,Divorced,Master,10,Travel_Frequently,1941,Active
449,Chloe,Petrov,1,Sales Executive,2,2020-02-26,Male,27,Married,Below College,1,Non-Travel,174,Active
450,Omar,Nakamura,2,Software Engineer,2,2021-10-22,Female,54,Single,Master,20,Travel_Frequently,638,Active
451,Divya,Okafor,6,Support Representative,3,2024-05-19,Female,43,Married,Bachelor,7,Travel_Rarely,1606,Active
452,Idris,Aoki,2,Software Engineer,2,2015-05-12,Male,45,Married,Master,8,Travel_Rarely,1941,Active
453,Andre,Pashkov,1,Sales Executive,2,2021-12-09,Male,40,Married,College,1,Travel_Rarely,2056,Active
454,Ingrid,Bergman,2,QA Engineer,1,2017-12-07,Male,29,Married,Master,8,Travel_Rarely,1539,Terminated
455,Soren,Jokinen,2,QA Engineer,1,2022-07-27,Male,29,Single,Doctor,9,Travel_Rarely,1655,Active
456,Sofia,Aoki,1,Sales Executive,2,2015-04-13,Female,30,Divorced,Bachelor,5,Travel_Rarely,1319,Active
458,Amara,Bianchi,1,Sales Executive,2,2017-03-23,Female,27,Married,Master,8,Travel_Rarely,2055,Active
460,Nadia,Okafor,5,Operations Director,2,2019-04-06,Male,37,Divorced,College,5,Travel_Rarely,601,Active
461,Andre,Kaur,2,Engineering Director,3,2014-11-26,Male,38,Divorced,College,15,Travel_Rarely,396,Active
462,Rahul,Bianchi,5,Operations Director,3,2014-06-19,Female,31,Single,Master,7,Travel_Rarely,1367,Active
463,Freya,Grimaldi,1,Sales Executive,2,2018-09-16,Female,29,Divorced,Below College,10,Travel_Rarely,1391,Active
464,Isabel,Steiner,5,Operations Director,3,2009-05-12,Male,35,Single,Master,5,Travel_Rarely,1367,Active
465,Mei,Okafor,2,Software Engineer,1,2021-11-28,Male,23,Divorced,Below College,26,Travel_Rarely,468,Active
466,Ethan,Marchetti,5,Operations Director,2,2020-10-05,Male,41,Single,Bachelor,6,Travel_Rarely,601,Active
467,Diego,Okafor,1,Sales Representative,2,2025-10-28,Male,47,Single,Below College,4,Travel_Frequently,986,Active
468,Mei,Mehta,2,Engineering Director,4,2024-04-20,Female,42,Single,Doctor,23,Travel_Rarely,141,Active
469,Ingrid,Ortega,1,Sales Executive,2,2021-01-16,Male,29,Married,Bachelor,2,Non-Travel,1391,Active
470,Ethan,Duarte,3,HR Generalist,1,2022-01-28,Male,42,Divorced,Below College,2,Travel_Rarely,1098,Active
471,Diego,Eriksen,2,QA Engineer,1,2017-08-02,Female,32,Married,Bachelor,2,Travel_Rarely,1472,Active
473,Daniel,Pashkov,4,Finance Manager,3,2025-03-10,Female,48,Married,Below College,29,Travel_Rarely,1578,Active
474,Felix,Cardoso,2,Software Engineer,2,2018-05-01,Male,37,Divorced,Bachelor,6,Travel_Rarely,447,Active
475,Nikolai,Marchetti,1,Sales Executive,2,2023-12-30,Female,30,Married,College,25,Non-Travel,1319,Active
476,Omar,Krishnan,1,Sales Executive,2,2017-02-24,Male,26,Married,Bachelor,1,Travel_Rarely,2055,Active
477,Diego,Delacroix,6,Support Representative,2,2024-06-15,Male,42,Single,Master,2,Travel_Rarely,372,Active
478,Nadia,Hassan,1,Sales Representative,1,2021-08-05,Female,21,Single,Below College,1,Travel_Frequently,1869,Terminated
479,Andre,Rossi,1,Sales Executive,2,2024-05-17,Female,36,Single,Doctor,1,Non-Travel,81,Active
481,Diego,Castellanos,1,Sales Executive,3,2012-06-28,Male,36,Married,Master,3,Travel_Frequently,1716,Active
482,Bruno,Krishnan,6,Support Representative,2,2022-12-30,Male,57,Married,Master,1,Travel_Rarely,431,Active
483,Luis,Pashkov,2,QA Engineer,1,2018-09-23,Female,40,Married,Master,10,Travel_Rarely,352,Active
484,Fatima,Bakker,1,Sales Representative,1,2022-08-06,Male,21,Single,College,9,Non-Travel,302,Active
485,Aisha,Kaur,1,Sales Representative,1,2022-05-31,Female,33,Single,Bachelor,5,Travel_Rarely,580,Terminated
486,Hugo,Krishnan,2,QA Engineer,1,2020-10-08,Female,37,Married,Bachelor,10,Travel_Rarely,1837,Active
487,Zara,Lindqvist,5,Operations Director,2,2024-09-16,Female,46,Married,Master,7,Non-Travel,2034,Active
488,Daniel,Sharma,1,Sales Executive,2,2015-05-11,Male,41,Single,Bachelor,4,Travel_Frequently,2056,Terminated
491,Sanne,Mbeki,6,Support Representative,3,2021-01-04,Male,50,Single,Bachelor,10,Travel_Rarely,1606,Active
492,Priya,Moreau,1,Sales Executive,2,2018-12-23,Male,40,Married,College,22,Travel_Rarely,2056,Terminated
493,Diego,Lindqvist,2,Software Engineer,1,2023-05-17,Male,31,Single,Master,9,Travel_Rarely,997,Active
494,Sanne,Petrov,1,Sales Representative,1,2023-10-29,Female,21,Single,Bachelor,12,Travel_Rarely,302,Terminated
495,Diego,Vandenberg,2,Software Engineer,1,2022-11-15,Male,29,Single,Bachelor,23,Travel_Rarely,1655,Active
496,Claire,Navarro,6,Support Representative,2,2024-02-02,Male,35,Single,Master,9,Travel_Rarely,119,Active
497,Amara,Dubois,2,QA Engineer,1,2020-02-07,Male,27,Divorced,College,1,Travel_Rarely,1523,Active
498,Kwame,Varga,1,Sales Executive,2,2018-11-03,Male,28,Single,Master,9,Travel_Rarely,174,Active
499,Samir,Ibrahim,6,Support Representative,3,2020-03-03,Male,49,Single,Bachelor,7,Travel_Rarely,1606,Active
500,Camila,Mbeki,1,Sales Executive,2,2018-09-27,Female,51,Married,College,14,Travel_Rarely,986,Active
501,Camila,Moreau,2,Software Engineer,1,2023-12-15,Female,36,Married,Bachelor,2,Travel_Rarely,1424,Active
502,Kwame,Duarte,1,Sales Executive,2,2019-06-16,Male,34,Single,Bachelor,19,Non-Travel,862,Terminated
505,Divya,Eriksen,4,Finance Manager,4,2020-08-11,Female,55,Single,Bachelor,2,Travel_Rarely,374,Active
507,Amara,Duarte,1,Sales Executive,2,2020-12-27,Female,24,Divorced,Master,10,Travel_Rarely,118,Active
508,Aarav,Ortega,1,Sales Representative,1,2024-06-21,Male,30,Married,Below College,2,Travel_Rarely,1457,Active
510,Samir,Vandenberg,2,Software Engineer,1,2019-04-11,Male,26,Single,Below College,3,Travel_Frequently,661,Terminated
511,Bruno,Eriksen,2,Software Engineer,1,2023-02-16,Female,22,Married,Bachelor,11,Travel_Rarely,468,Active
513,Diego,Larsen,1,Sales Executive,3,2015-04-05,Male,36,Married,College,2,Travel_Rarely,1716,Active
514,Ingrid,Sharma,2,Software Engineer,1,2023-09-11,Male,30,Single,Bachelor,4,Travel_Frequently,1539,Terminated
515,Camila,Silva,2,QA Engineer,1,2007-04-20,Female,37,Divorced,Bachelor,14,Travel_Rarely,1837,Active
516,Aisha,Lombardi,1,Sales Executive,2,2020-10-05,Female,40,Divorced,College,2,Travel_Rarely,2056,Active
517,Peter,Halvorsen,2,QA Engineer,1,2020-05-19,Female,42,Divorced,Master,1,Travel_Rarely,1035,Active
518,Bruno,Andersen,5,Operations Director,2,2024-04-02,Male,37,Single,Master,10,Travel_Rarely,601,Active
520,Idris,Lindqvist,2,Engineering Director,4,2000-03-10,Male,43,Divorced,Bachelor,12,Travel_Rarely,80,Active
521,Bruno,Ramos,2,QA Engineer,2,2024-05-14,Female,40,Married,Bachelor,2,Travel_Rarely,1263,Active
522,Anika,Bianchi,2,Engineering Director,5,2021-03-06,Male,54,Married,College,5,Travel_Rarely,825,Active
523,Bruno,Ibrahim,1,Sales Executive,2,2022-06-04,Female,34,Married,Master,4,Non-Travel,862,Active
524,Zara,Kaur,5,Operations Director,2,2012-05-25,Female,31,Married,College,7,Travel_Rarely,1283,Active
525,Grace,Cardoso,2,QA Engineer,1,2022-06-11,Male,43,Married,Bachelor,21,Travel_Frequently,999,Active
526,Nina,Ramos,6,Support Representative,2,2020-02-12,Female,43,Divorced,Master,8,Travel_Rarely,372,Active
527,Kwame,Kaur,1,Sales Executive,2,2020-02-29,Female,25,Single,College,4,Travel_Rarely,840,Active
529,Yuki,Krishnan,2,Software Engineer,2,2012-03-07,Female,37,Married,Doctor,25,Non-Travel,447,Active
530,Jonas,Quintero,2,QA Engineer,1,2021-03-01,Male,31,Married,College,1,Travel_Rarely,997,Active
531,Leila,Reyes,4,Finance Manager,5,2004-10-11,Male,39,Divorced,Below College,1,Travel_Frequently,1338,Active
532,Tobias,Aoki,1,Sales Executive,4,2018-01-29,Female,56,Married,Bachelor,6,Travel_Frequently,131,Active
533,Hugo,Marchetti,1,Sales Executive,2,2020-05-19,Female,30,Single,Bachelor,12,Travel_Rarely,1319,Active
534,Mei,Castellanos,1,Sales Executive,3,2015-06-24,Male,41,Married,Bachelor,1,Travel_Rarely,1716,Active
536,Sanne,Okafor,2,QA Engineer,2,2015-07-01,Male,28,Divorced,College,17,Travel_Rarely,1608,Active
538,Zara,Ramos,2,QA Engineer,1,2023-02-15,Male,25,Married,Bachelor,3,Travel_Rarely,1666,Terminated
543,Zara,Petrov,5,Operations Director,3,2020-01-27,Male,52,Married,Bachelor,3,Travel_Rarely,867,Active
544,Grace,Osei,2,Software Engineer,1,2023-12-14,Male,45,Married,College,10,Travel_Rarely,999,Active
546,Kwame,Whitfield,4,Finance Manager,4,2020-03-15,Female,52,Married,College,4,Travel_Rarely,374,Active
547,Caleb,Aoki,2,Software Engineer,2,2020-10-05,Female,42,Divorced,College,29,Travel_Frequently,1941,Active
548,Idris,Cardoso,5,Operations Director,2,2020-08-11,Female,30,Single,Bachelor,2,Travel_Rarely,1360,Active
549,Freya,Larsen,4,Finance Manager,5,1996-07-03,Female,60,Married,Bachelor,7,Travel_Rarely,,Active
550,Priya,Simonsen,5,Operations Director,2,2015-06-27,Female,46,Divorced,Bachelor,18,Travel_Rarely,2034,Active
551,Tariq,Novak,6,Support Representative,2,2019-05-29,Female,42,Married,Master,28,Travel_Frequently,372,Active
554,Omar,Delacroix,1,Sales Representative,1,2019-06-18,Female,24,Single,Below College,1,Travel_Rarely,1869,Terminated
555,Ethan,Silva,1,Sales Representative,1,2022-01-25,Female,34,Divorced,College,6,Travel_Frequently,580,Terminated
556,Bruno,Petrov,2,QA Engineer,1,2024-07-24,Male,38,Married,College,2,Travel_Frequently,1128,Active
558,Bruno,Marchetti,4,Finance Manager,5,2005-11-09,Female,40,Married,Master,2,Travel_Rarely,1191,Active
560,Caleb,Eriksen,2,Software Engineer,1,2022-11-22,Female,26,Divorced,Bachelor,23,Travel_Rarely,661,Active
562,Andre,Petrov,2,QA Engineer,1,2020-12-31,Male,30,Married,Bachelor,3,Non-Travel,1539,Active
564,Soren,Simonsen,2,Engineering Director,3,2015-05-11,Male,29,Married,Master,3,Travel_Rarely,638,Active
565,Chloe,Kowalski,2,Software Engineer,1,2021-12-24,Female,29,Married,Doctor,25,Travel_Rarely,1655,Terminated
566,Yuki,Novak,3,HR Generalist,1,2023-07-25,Male,19,Single,College,2,Travel_Rarely,590,Terminated
567,Sofia,Hassan,1,Sales Executive,3,2016-01-25,Female,30,Married,Master,22,Non-Travel,404,Active
568,Jonas,Navarro,4,Finance Manager,4,2024-12-18,Male,57,Divorced,Bachelor,29,Travel_Rarely,1338,Active
569,Jonas,Rossi,4,Finance Manager,4,1998-07-02,Male,50,Married,Master,29,Travel_Rarely,787,Active
571,Ethan,Pashkov,2,QA Engineer,1,2014-07-27,Female,30,Single,Bachelor,2,Non-Travel,1539,Active
573,Soren,Fitzgerald,1,Sales Executive,3,2007-04-30,Female,60,Married,Bachelor,28,Travel_Frequently,1372,Active
574,Peter,Whitfield,5,Operations Director,2,2020-10-02,Female,47,Divorced,College,2,Travel_Rarely,1005,Active
575,Soren,Bergman,2,Engineering Director,4,2022-12-25,Male,46,Married,Bachelor,2,Travel_Rarely,80,Active
577,Zara,Sharma,2,QA Engineer,1,2020-02-12,Male,35,Single,Bachelor,22,Travel_Rarely,1250,Active
578,Nikolai,Halvorsen,2,QA Engineer,2,2024-11-29,Female,54,Single,Master,8,Travel_Rarely,638,Active
579,Zara,Pashkov,2,Software Engineer,1,2018-06-04,Male,34,Divorced,Master,2,Travel_Rarely,1422,Active
580,Yuki,Nowak,1,Sales Executive,3,2022-10-12,Female,46,Married,Bachelor,10,Travel_Rarely,1138,Active
581,Soren,Mbeki,5,Operations Director,3,2012-09-25,Male,31,Divorced,Below College,9,Travel_Rarely,1367,Active
582,Amara,Rossi,4,Finance Manager,3,2016-12-09,Male,33,Married,Below College,15,Travel_Rarely,1973,Terminated
584,Aisha,Dubois,2,QA Engineer,1,2019-12-05,Male,33,Divorced,Below College,10,Travel_Rarely,901,Terminated
585,Leila,Osei,1,Sales Representative,1,2022-10-18,Male,30,Single,Below College,7,Travel_Rarely,1732,Active
586,Luis,Kaur,6,Support Representative,3,2017-11-13,Male,35,Married,Bachelor,16,Travel_Rarely,431,Active
587,Kwame,Hassan,6,Support Representative,3,2022-09-19,Male,31,Married,Bachelor,20,Travel_Frequently,431,Terminated
590,Rosa,Fitzgerald,3,HR Generalist,3,2021-06-08,Female,34,Divorced,Bachelor,23,Travel_Frequently,698,Terminated
591,Idris,Ferreira,2,QA Engineer,1,2023-02-17,Male,42,Married,College,5,Travel_Frequently,1035,Active
592,Nikolai,Ibrahim,1,Sales Executive,3,2015-11-17,Male,36,Single,Master,10,Non-Travel,1716,Active
593,Zara,Bianchi,2,QA Engineer,1,2021-07-18,Male,22,Single,Below College,4,Travel_Frequently,468,Terminated
595,Luis,Ibrahim,1,Sales Executive,2,2016-01-25,Female,48,Married,Doctor,2,Travel_Rarely,986,Active
597,Mira,Sharma,4,Finance Manager,4,2015-05-17,Female,55,Single,Doctor,18,Travel_Rarely,374,Active
599,Andre,Sharma,1,Sales Executive,2,2011-10-24,Male,41,Single,College,10,Non-Travel,2056,Active
600,Mei,Eriksen,1,Sales Executive,2,2014-04-07,Male,35,Married,Bachelor,1,Travel_Rarely,1070,Active
601,Amara,Grimaldi,5,Operations Director,4,2005-04-11,Female,40,Single,Bachelor,6,Travel_Rarely,1775,Active
602,Camila,Tanaka,2,QA Engineer,1,2017-06-20,Female,39,Married,Below College,8,Travel_Frequently,1128,Active
604,Peter,Rossi,1,Sales Executive,2,2019-01-15,Male,31,Single,Below College,2,Travel_Rarely,1319,Active
605,Fatima,Bergman,5,Operations Director,3,2015-03-16,Male,42,Married,Bachelor,24,Travel_Rarely,1401,Active
606,Nina,Novak,1,Sales Executive,2,2017-10-28,Male,45,Married,Bachelor,2,Travel_Rarely,1975,Active
608,Rahul,Rossi,3,HR Generalist,1,2017-06-14,Female,26,Divorced,Master,17,Travel_Frequently,590,Terminated
611,Isabel,Varga,5,Operations Director,2,2022-06-18,Male,29,Divorced,Bachelor,19,Travel_Rarely,1360,Active
612,Soren,Castellanos,2,Engineering Director,4,2019-09-06,Female,33,Divorced,Doctor,1,Travel_Rarely,141,Active
613,Rahul,Petrov,4,Finance Manager,3,2020-10-22,Male,31,Divorced,Bachelor,7,Travel_Rarely,1973,Active
614,Aisha,Delacroix,1,Sales Representative,1,2025-09-06,Male,18,Single,Bachelor,5,Travel_Frequently,302,Terminated
615,Oscar,Varga,1,Sales Executive,3,2024-06-24,Male,40,Divorced,Bachelor,28,Non-Travel,1716,Active
616,Ingrid,Bakker,6,Support Representative,2,2017-11-08,Female,41,Single,Master,2,Non-Travel,372,Active
618,Tariq,Petrov,1,Sales Executive,2,2025-03-01,Male,26,Divorced,College,29,Travel_Rarely,2055,Active
620,Hugo,Fitzgerald,1,Sales Executive,2,2020-05-26,Female,35,Single,Bachelor,1,Travel_Rarely,1070,Active
621,Idris,Sharma,1,Sales Executive,2,2015-09-08,Male,34,Single,Master,21,Travel_Rarely,862,Active
622,Aarav,Krishnan,2,QA Engineer,1,2023-05-05,Male,26,Single,Bachelor,24,Travel_Rarely,661,Terminated
623,Freya,Duarte,5,Operations Director,3,2019-08-29,Female,37,Single,Bachelor,1,Travel_Rarely,1367,Active
624,Caleb,Okafor,6,Support Representative,3,2023-07-31,Female,46,Married,Below College,18,Travel_Frequently,1606,Active
625,Daniel,Bianchi,4,Finance Manager,4,2007-06-24,Female,41,Married,Doctor,2,Travel_Rarely,1336,Active
626,Nadia,Lombardi,1,Sales Executive,3,2016-04-09,Male,37,Divorced,Master,9,Non-Travel,1716,Active
