employee_id,first_name,last_name,employee_name,department_id,department_name,division,job_role,job_level,business_travel,hire_date,termination_date,current_status,attrition_flag,tenure_years,tenure_cohort,tenure_cohort_sort,gender,age,marital_status,education_level,distance_from_home,manager_id,manager_name,monthly_income,income_pct_rank_in_role,income_quartile_in_role,income_quartile_label,pct_vs_role_average,stock_option_level,salary_hike_pct,latest_review_date,performance_rating,job_satisfaction,environment_satisfaction,work_life_balance,overtime_flag,voluntary_flag
110,Daniel,Vandenberg,Daniel Vandenberg,5,Operations,Technology,Operations Director,2,Travel_Rarely,2020-02-25,,Active,0,5.85,5-10 yr,4,Male,34,Married,College,1,1026.0,Nadia Mbeki,4325,0.0833,1,Q1 (lowest paid in role),-40.7,0,15.0,2025-12-13,3,2,1,3,No,
112,Ethan,Bergman,Ethan Bergman,5,Operations,Technology,Operations Director,3,Travel_Rarely,2019-07-13,,Active,0,6.47,5-10 yr,4,Male,56,Single,Bachelor,7,1775.0,Yuki Larsen,7260,0.5833,3,Q3,-0.5,0,11.0,2025-12-29,3,4,4,2,No,
113,Samir,Ramos,Samir Ramos,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2025-02-12,,Active,0,0.88,0-1 yr,1,Male,23,Divorced,Below College,2,1869.0,Aisha Silva,2322,0.3293,2,Q2,-11.6,1,13.0,2025-12-23,3,1,3,3,No,
116,Sanne,Silva,Sanne Silva,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2021-04-28,,Active,0,4.68,3-5 yr,3,Male,51,Married,Master,9,58.0,Isabel Hassan,2075,0.0814,1,Q1 (lowest paid in role),-35.9,2,23.0,2025-12-18,4,4,4,3,No,
117,Diego,Ibrahim,Diego Ibrahim,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Rarely,2014-05-03,,Active,0,11.66,10 yr+,5,Male,30,Married,Bachelor,2,165.0,Ingrid Aoki,4152,0.0538,1,Q1 (lowest paid in role),-44.9,3,19.0,2025-12-21,3,4,3,3,No,
119,Fatima,Novak,Fatima Novak,6,Customer Support,Go-To-Market,Support Representative,4,Travel_Frequently,2003-10-27,,Active,0,22.18,10 yr+,5,Male,40,Married,Master,1,1278.0,Luis Jokinen,13503,0.9692,4,Q4 (highest paid in role),79.4,1,22.0,2025-12-18,4,2,3,2,No,
120,Bruno,Navarro,Bruno Navarro,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2015-02-07,,Active,0,10.9,10 yr+,5,Male,51,Single,Master,21,986.0,Marcus Silva,5441,0.3538,2,Q2,-21.4,0,22.0,2025-12-26,4,4,3,1,Yes,
121,Tariq,Tanaka,Tariq Tanaka,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2014-07-23,,Active,0,11.44,10 yr+,5,Female,30,Divorced,College,4,1319.0,Sofia Castellanos,5209,0.28,2,Q2,-24.8,3,12.0,2025-12-20,3,2,3,2,Yes,
124,Sanne,Navarro,Sanne Navarro,6,Customer Support,Go-To-Market,Support Representative,3,Travel_Frequently,2015-01-30,,Active,0,10.92,10 yr+,5,Male,46,Married,Bachelor,1,1606.0,Aarav Eriksen,10673,0.8769,4,Q4 (highest paid in role),41.8,1,13.0,2025-12-21,3,1,3,2,Yes,
125,Divya,Okafor,Divya Okafor,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2014-10-30,,Active,0,11.17,10 yr+,5,Male,32,Single,Master,6,1050.0,Tobias Haddad,5010,0.2492,1,Q1 (lowest paid in role),-27.6,0,16.0,2025-12-15,3,3,2,3,No,
126,Chloe,Delacroix,Chloe Delacroix,2,Engineering,Technology,Engineering Director,3,Travel_Rarely,2021-12-06,,Active,0,4.07,3-5 yr,3,Female,54,Married,Master,2,385.0,Hannah Lindqvist,13549,0.2658,2,Q2,-15.5,1,12.0,2025-12-16,3,3,1,1,No,
128,Viktor,Mbeki,Viktor Mbeki,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2022-10-03,,Active,0,3.24,3-5 yr,3,Female,24,Married,College,3,118.0,Anika Bergman,4999,0.2431,1,Q1 (lowest paid in role),-27.8,1,21.0,2025-12-13,4,3,1,2,No,
129,Rosa,Nowak,Rosa Nowak,1,Sales,Go-To-Market,Sales Executive,2,Non-Travel,2020-05-10,,Active,0,5.64,5-10 yr,4,Male,28,Married,Bachelor,4,174.0,Grace Dubois,4221,0.0492,1,Q1 (lowest paid in role),-39.0,0,15.0,2025-12-22,3,3,2,4,No,
132,Bruno,Lombardi,Bruno Lombardi,2,Engineering,Technology,QA Engineer,2,Non-Travel,2022-11-26,,Active,0,3.1,3-5 yr,3,Male,44,Married,Bachelor,23,1941.0,Andre Delacroix,2042,0.0698,1,Q1 (lowest paid in role),-36.9,1,12.0,2025-12-18,3,2,2,4,No,
134,Anika,Haddad,Anika Haddad,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2024-05-26,,Active,0,1.6,1-3 yr,2,Male,32,Single,Below College,1,1472.0,Divya Lindqvist,2956,0.543,3,Q3,-8.8,0,13.0,2025-12-16,3,1,4,3,No,
138,Freya,Osei,Freya Osei,2,Engineering,Technology,Software Engineer,2,Travel_Rarely,2009-02-28,,Active,0,16.84,10 yr+,5,Female,34,Single,Master,6,1069.0,Divya Krishnan,4809,0.8832,4,Q4 (highest paid in role),48.4,0,14.0,2025-12-23,3,3,1,3,No,
139,Oscar,Lombardi,Oscar Lombardi,6,Customer Support,Go-To-Market,Support Representative,2,Non-Travel,2024-12-27,,Active,0,1.01,1-3 yr,2,Male,37,Divorced,College,2,119.0,Fatima Novak,5163,0.1769,1,Q1 (lowest paid in role),-31.4,1,14.0,2025-12-17,3,4,3,4,No,
140,Camila,Osei,Camila Osei,4,Finance,Corporate Services,Finance Manager,5,Non-Travel,2022-05-01,,Active,0,3.67,3-5 yr,3,Female,59,Married,Master,2,549.0,Freya Larsen,18844,0.6832,3,Q3,9.7,1,21.0,2025-12-19,4,4,3,3,No,
141,Aarav,Jokinen,Aarav Jokinen,2,Engineering,Technology,Engineering Director,5,Travel_Frequently,2017-02-04,,Active,0,8.9,5-10 yr,4,Female,50,Married,Bachelor,1,825.0,Sofia Sharma,18172,0.6835,3,Q3,13.3,0,19.0,2025-12-13,3,2,1,2,Yes,
143,Mei,Fitzgerald,Mei Fitzgerald,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2023-08-12,,Active,0,2.39,1-3 yr,2,Male,25,Married,Below College,7,1666.0,Soren Marchetti,2889,0.5017,3,Q3,-10.8,2,11.0,2025-12-22,3,4,4,3,No,
144,Divya,Grimaldi,Divya Grimaldi,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2025-06-05,,Active,0,0.57,0-1 yr,1,Female,22,Single,Bachelor,15,468.0,Mei Mehta,2871,0.4961,2,Q2,-11.3,0,15.0,2025-12-31,3,4,2,3,No,
145,Marcus,Bakker,Marcus Bakker,6,Customer Support,Go-To-Market,Support Representative,3,Travel_Frequently,2012-05-09,,Active,0,13.65,10 yr+,5,Female,51,Single,Master,1,1606.0,Aarav Eriksen,7484,0.5769,3,Q3,-0.6,0,20.0,2025-12-17,4,1,1,2,No,
148,Tobias,Kaur,Tobias Kaur,4,Finance,Corporate Services,Finance Manager,4,Non-Travel,2020-01-31,,Active,0,5.92,5-10 yr,4,Female,54,Single,Bachelor,26,374.0,Aarav Lindqvist,17328,0.4752,2,Q2,0.9,0,12.0,2025-12-11,3,4,4,3,Yes,
150,Aisha,Vandenberg,Aisha Vandenberg,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2020-04-01,,Active,0,5.75,5-10 yr,4,Male,24,Married,Below College,18,1666.0,Soren Marchetti,2774,0.4535,2,Q2,-14.3,1,12.0,2025-12-15,3,3,2,3,No,
151,Priya,Nakamura,Priya Nakamura,2,Engineering,Technology,Software Engineer,2,Travel_Rarely,2024-05-12,,Active,0,1.64,1-3 yr,2,Female,34,Divorced,Master,6,1069.0,Divya Krishnan,4505,0.8385,4,Q4 (highest paid in role),39.0,1,15.0,2025-12-17,3,2,3,3,No,
152,Viktor,Dubois,Viktor Dubois,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2020-02-23,,Active,0,5.85,5-10 yr,4,Male,37,Single,Bachelor,3,1716.0,Elena Pashkov,7428,0.6523,3,Q3,7.3,0,12.0,2025-12-15,3,4,3,3,No,
153,Caleb,Ramos,Caleb Ramos,4,Finance,Corporate Services,Finance Manager,3,Travel_Rarely,2014-09-24,,Active,0,11.27,10 yr+,5,Female,34,Single,Bachelor,5,1973.0,Yuki Kaur,11631,0.0198,1,Q1 (lowest paid in role),-32.3,0,12.0,2025-12-24,3,1,3,3,No,
154,Idris,Castellanos,Idris Castellanos,1,Sales,Go-To-Market,Sales Executive,3,Travel_Frequently,2016-12-15,,Active,0,9.04,5-10 yr,4,Female,36,Married,College,11,1716.0,Elena Pashkov,9738,0.8554,4,Q4 (highest paid in role),40.6,1,14.0,2025-12-29,3,4,2,3,No,
155,Leila,Lombardi,Leila Lombardi,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2024-09-01,,Active,0,1.33,1-3 yr,2,Female,36,Divorced,College,3,1424.0,Rahul Novak,2835,0.4806,2,Q2,-12.4,1,22.0,2025-12-14,4,4,1,3,No,
158,Grace,Krishnan,Grace Krishnan,4,Finance,Corporate Services,Finance Manager,4,Travel_Frequently,2000-02-29,,Active,0,25.84,10 yr+,5,Male,43,Married,College,26,787.0,Divya Novak,16959,0.396,2,Q2,-1.3,2,12.0,2025-12-27,3,4,3,4,Yes,
159,Nadia,Bergman,Nadia Bergman,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2015-05-14,,Active,0,10.63,10 yr+,5,Male,30,Divorced,Bachelor,23,1317.0,Aarav Duarte,2613,0.3643,2,Q2,-19.4,3,25.0,2025-12-23,4,3,1,2,No,
160,Fatima,Delacroix,Fatima Delacroix,1,Sales,Go-To-Market,Sales Executive,2,Non-Travel,2018-03-29,,Active,0,7.76,5-10 yr,4,Male,33,Married,College,22,1050.0,Tobias Haddad,6146,0.4769,2,Q2,-11.2,1,13.0,2025-12-28,3,2,3,4,No,
162,Soren,Pashkov,Soren Pashkov,2,Engineering,Technology,Engineering Director,5,Travel_Rarely,2005-01-10,,Active,0,20.97,10 yr+,5,Male,51,Single,Bachelor,6,825.0,Sofia Sharma,19537,0.9114,4,Q4 (highest paid in role),21.9,0,13.0,2025-12-24,3,3,1,3,No,
164,Leila,Ramos,Leila Ramos,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2020-08-27,,Active,0,5.34,5-10 yr,4,Female,26,Married,Bachelor,6,661.0,Andre Nowak,2368,0.2371,1,Q1 (lowest paid in role),-26.9,0,19.0,2025-12-24,3,2,3,2,No,
169,Tariq,Rossi,Tariq Rossi,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2023-02-01,,Active,0,2.91,1-3 yr,2,Male,22,Married,Below College,2,468.0,Mei Mehta,2523,0.3333,2,Q2,-22.1,1,14.0,2025-12-28,3,4,3,3,No,
170,Tariq,Andersen,Tariq Andersen,5,Operations,Technology,Operations Director,2,Travel_Rarely,2010-01-19,,Active,0,15.95,10 yr+,5,Female,49,Married,Master,20,1005.0,Zara Lindqvist,6567,0.5417,3,Q3,-10.0,0,14.0,2025-12-13,3,1,3,2,No,
171,Leila,Bakker,Leila Bakker,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2022-06-15,,Active,0,3.55,3-5 yr,3,Female,43,Single,Bachelor,28,999.0,Jonas Mbeki,4739,0.8694,4,Q4 (highest paid in role),46.3,0,12.0,2025-12-31,3,3,2,3,No,
174,Grace,Dubois,Grace Dubois,1,Sales,Go-To-Market,Sales Executive,3,Travel_Frequently,2023-07-08,,Active,0,2.48,1-3 yr,2,Female,50,Single,Bachelor,12,1138.0,Caleb Quintero,9208,0.8031,4,Q4 (highest paid in role),33.0,0,11.0,2025-12-20,3,4,3,3,No,
176,Sanne,Kowalski,Sanne Kowalski,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2016-11-18,,Active,0,9.12,5-10 yr,4,Male,41,Divorced,Below College,9,1716.0,Elena Pashkov,8189,0.7138,3,Q3,18.3,1,13.0,2025-12-13,3,3,3,3,Yes,
177,Viktor,Marchetti,Viktor Marchetti,3,HR,Corporate Services,HR Generalist,1,Travel_Rarely,2017-08-30,,Active,0,8.34,5-10 yr,4,Female,26,Married,Below College,25,590.0,Rosa Fitzgerald,2942,0.451,2,Q2,-30.5,1,23.0,2025-12-13,4,3,3,3,No,
178,Diego,Ibrahim,Diego Ibrahim,5,Operations,Technology,Operations Director,2,Travel_Rarely,2022-03-27,,Active,0,3.76,3-5 yr,3,Male,36,Divorced,College,6,1026.0,Nadia Mbeki,4941,0.2153,1,Q1 (lowest paid in role),-32.3,2,20.0,2025-12-24,4,2,2,3,No,
182,Samir,Kowalski,Samir Kowalski,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2010-07-27,,Active,0,15.43,10 yr+,5,Female,39,Married,Master,4,2056.0,Grace Krishnan,5902,0.4523,2,Q2,-14.8,1,14.0,2025-12-16,3,3,4,4,No,
183,Hugo,Marchetti,Hugo Marchetti,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2023-11-13,,Active,0,2.13,1-3 yr,2,Male,25,Married,Bachelor,28,840.0,Viktor Steiner,8639,0.76,4,Q4 (highest paid in role),24.8,0,18.0,2025-12-18,3,3,1,3,No,
184,Aarav,Varga,Aarav Varga,3,HR,Corporate Services,HR Generalist,2,Travel_Rarely,2014-07-02,,Active,0,11.5,10 yr+,5,Male,30,Married,Bachelor,9,1098.0,Jonas Novak,6347,0.8235,4,Q4 (highest paid in role),49.8,0,19.0,2025-12-11,3,4,3,1,Yes,
192,Hannah,Hassan,Hannah Hassan,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2019-01-24,,Active,0,6.93,5-10 yr,4,Male,45,Single,Bachelor,29,58.0,Isabel Hassan,3452,0.6735,3,Q3,6.5,0,13.0,2025-12-11,3,4,3,2,No,
193,Grace,Steiner,Grace Steiner,2,Engineering,Technology,Software Engineer,2,Travel_Rarely,2022-02-16,,Active,0,3.87,3-5 yr,3,Female,38,Single,Doctor,3,1867.0,Caleb Reyes,4317,0.8076,4,Q4 (highest paid in role),33.2,0,20.0,2025-12-21,4,3,4,3,Yes,
194,Zara,Larsen,Zara Larsen,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2020-10-26,,Active,0,5.18,5-10 yr,4,Female,30,Single,Bachelor,18,1317.0,Aarav Duarte,2632,0.3746,2,Q2,-18.8,0,14.0,2025-12-28,3,3,1,2,No,
195,Claire,Silva,Claire Silva,1,Sales,Go-To-Market,Sales Executive,2,Travel_Frequently,2017-08-12,,Active,0,8.39,5-10 yr,4,Male,32,Divorced,College,9,1050.0,Tobias Haddad,4668,0.1631,1,Q1 (lowest paid in role),-32.6,3,17.0,2025-12-17,3,4,4,4,No,
197,Diego,Bakker,Diego Bakker,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2022-07-25,,Active,0,3.44,3-5 yr,3,Female,30,Divorced,Bachelor,5,1539.0,Camila Dubois,3204,0.6082,3,Q3,-1.1,1,14.0,2025-12-30,3,1,4,3,No,
198,Fatima,Jokinen,Fatima Jokinen,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2020-11-14,,Active,0,5.13,5-10 yr,4,Male,30,Single,Below College,2,1539.0,Camila Dubois,2720,0.4302,2,Q2,-16.0,0,13.0,2025-12-20,3,4,2,3,No,
199,Anika,Steiner,Anika Steiner,4,Finance,Corporate Services,Finance Manager,4,Travel_Frequently,2018-05-23,,Active,0,7.61,5-10 yr,4,Male,41,Divorced,Bachelor,10,1336.0,Viktor Bianchi,17181,0.4653,2,Q2,-0.0,1,13.0,2025-12-26,3,1,4,2,No,
200,Nadia,Grimaldi,Nadia Grimaldi,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2020-03-07,,Active,0,5.82,5-10 yr,4,Male,41,Married,Master,9,1035.0,Lena Osei,2238,0.155,1,Q1 (lowest paid in role),-30.9,1,21.0,2025-12-26,4,1,3,3,No,
201,Yuki,Rossi,Yuki Rossi,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2024-01-29,,Active,0,1.92,1-3 yr,2,Female,19,Single,Below College,3,612.0,Soren Castellanos,1483,0.0233,1,Q1 (lowest paid in role),-54.2,0,14.0,2025-12-26,3,2,2,3,No,
202,Chloe,Marchetti,Chloe Marchetti,2,Engineering,Technology,Software Engineer,2,Travel_Frequently,2005-02-04,,Active,0,20.9,10 yr+,5,Female,40,Divorced,Bachelor,26,1263.0,Caleb Eriksen,5605,0.9622,4,Q4 (highest paid in role),73.0,1,11.0,2025-12-26,3,2,2,3,No,
204,Amara,Osei,Amara Osei,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2015-08-15,,Active,0,10.38,10 yr+,5,Male,35,Married,Doctor,1,1863.0,Oscar Kowalski,7295,0.64,3,Q3,5.4,2,13.0,2025-12-26,3,2,3,3,No,
205,Leila,Fitzgerald,Leila Fitzgerald,1,Sales,Go-To-Market,Sales Representative,2,Travel_Rarely,2018-11-10,,Active,0,7.14,5-10 yr,4,Male,53,Married,College,6,986.0,Marcus Silva,2306,0.3049,2,Q2,-12.2,1,20.0,2025-12-14,4,3,2,1,Yes,
206,Amara,Bergman,Amara Bergman,2,Engineering,Technology,QA Engineer,2,Travel_Rarely,2008-06-30,,Active,0,17.5,10 yr+,5,Male,45,Divorced,Bachelor,9,1941.0,Andre Delacroix,2348,0.2209,1,Q1 (lowest paid in role),-27.5,1,18.0,2025-12-17,3,2,2,1,No,
207,Tariq,Vandenberg,Tariq Vandenberg,1,Sales,Go-To-Market,Sales Executive,3,Travel_Frequently,2016-05-05,,Active,0,9.66,5-10 yr,4,Female,32,Single,Bachelor,8,1039.0,Soren Novak,8998,0.7877,4,Q4 (highest paid in role),29.9,0,14.0,2025-12-30,3,4,2,3,No,
208,Rosa,Fitzgerald,Rosa Fitzgerald,5,Operations,Technology,Operations Director,2,Non-Travel,2015-05-25,,Active,0,10.6,10 yr+,5,Male,29,Married,Below College,1,1360.0,Tariq Hassan,4319,0.0694,1,Q1 (lowest paid in role),-40.8,1,13.0,2025-12-21,3,3,4,3,No,
211,Rosa,Petrov,Rosa Petrov,5,Operations,Technology,Operations Director,2,Travel_Rarely,2024-02-02,,Active,0,1.91,1-3 yr,2,Male,51,Married,Master,7,1005.0,Zara Lindqvist,6132,0.4375,2,Q2,-15.9,0,17.0,2025-12-18,3,3,2,3,No,
214,Oscar,Osei,Oscar Osei,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2024-10-25,,Active,0,1.18,1-3 yr,2,Female,58,Married,Bachelor,9,1608.0,Oscar Silva,3346,0.6357,3,Q3,3.3,1,20.0,2025-12-19,4,2,2,2,Yes,
215,Mei,Andersen,Mei Andersen,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2013-05-14,,Active,0,12.63,10 yr+,5,Male,40,Married,Master,4,1716.0,Elena Pashkov,10855,0.9508,4,Q4 (highest paid in role),56.8,1,11.0,2025-12-31,3,4,3,2,No,
216,Sanne,Ortega,Sanne Ortega,1,Sales,Go-To-Market,Sales Representative,1,Travel_Frequently,2021-10-16,,Active,0,4.21,3-5 yr,3,Female,34,Married,Master,2,244.0,Divya Navarro,2231,0.2439,1,Q1 (lowest paid in role),-15.0,1,18.0,2025-12-22,3,3,3,3,No,
217,Nadia,Kowalski,Nadia Kowalski,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2023-04-14,,Active,0,2.72,1-3 yr,2,Male,22,Married,Below College,19,468.0,Mei Mehta,2323,0.1993,1,Q1 (lowest paid in role),-28.3,2,24.0,2025-12-29,4,4,3,3,No,
218,Elena,Larsen,Elena Larsen,2,Engineering,Technology,Software Engineer,1,Non-Travel,2023-09-16,,Active,0,2.29,1-3 yr,2,Male,27,Divorced,Bachelor,9,1523.0,Daniel Osei,2024,0.0481,1,Q1 (lowest paid in role),-37.5,1,18.0,2025-12-23,3,2,4,1,No,
221,Fatima,Mehta,Fatima Mehta,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2020-09-27,,Active,0,5.26,5-10 yr,4,Male,28,Married,Bachelor,21,575.0,Soren Bergman,2713,0.4227,2,Q2,-16.3,1,11.0,2025-12-14,3,4,3,1,No,
223,Zara,Lombardi,Zara Lombardi,6,Customer Support,Go-To-Market,Support Representative,3,Travel_Rarely,2020-02-05,,Active,0,5.9,5-10 yr,4,Male,57,Divorced,College,24,1606.0,Aarav Eriksen,9439,0.7308,3,Q3,25.4,1,16.0,2025-12-20,3,4,3,1,Yes,
224,Camila,Haddad,Camila Haddad,2,Engineering,Technology,Software Engineer,1,Non-Travel,2024-05-02,,Active,0,1.66,1-3 yr,2,Male,27,Divorced,Bachelor,3,1523.0,Daniel Osei,2566,0.3471,2,Q2,-20.8,1,15.0,2025-12-11,3,3,3,2,Yes,
226,Anika,Whitfield,Anika Whitfield,4,Finance,Corporate Services,Finance Manager,5,Travel_Rarely,2020-06-19,,Active,0,5.53,5-10 yr,4,Female,50,Single,Bachelor,11,140.0,Camila Osei,19926,0.9802,4,Q4 (highest paid in role),16.0,0,15.0,2025-12-12,3,2,3,3,No,
227,Sanne,Varga,Sanne Varga,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2016-02-08,,Active,0,9.89,5-10 yr,4,Male,41,Divorced,Bachelor,14,1035.0,Lena Osei,2451,0.2818,2,Q2,-24.4,1,12.0,2025-12-28,3,3,1,3,No,
228,Bruno,Ibrahim,Bruno Ibrahim,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2015-05-03,,Active,0,10.66,10 yr+,5,Female,30,Married,Bachelor,5,1039.0,Soren Novak,9419,0.8185,4,Q4 (highest paid in role),36.0,1,12.0,2025-12-15,3,4,2,3,No,
230,Rosa,Grimaldi,Rosa Grimaldi,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2017-07-30,,Active,0,8.42,5-10 yr,4,Female,38,Single,Master,1,2056.0,Grace Krishnan,8686,0.7631,4,Q4 (highest paid in role),25.4,0,22.0,2025-12-21,4,4,1,4,No,
231,Nadia,Whitfield,Nadia Whitfield,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2020-01-13,,Active,0,5.97,5-10 yr,4,Male,32,Single,Doctor,6,1472.0,Divya Lindqvist,3038,0.5739,3,Q3,-6.2,0,20.0,2025-12-14,4,3,3,3,No,
233,Ingrid,Nakamura,Ingrid Nakamura,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2020-09-02,,Active,0,5.33,5-10 yr,4,Male,27,Married,Bachelor,17,1523.0,Daniel Osei,3058,0.5842,3,Q3,-5.6,1,16.0,2025-12-22,3,2,3,2,Yes,
238,Viktor,Rossi,Viktor Rossi,2,Engineering,Technology,QA Engineer,1,Travel_Frequently,2017-10-27,,Active,0,8.18,5-10 yr,4,Male,36,Single,College,3,1424.0,Rahul Novak,2088,0.0853,1,Q1 (lowest paid in role),-35.5,0,12.0,2025-12-27,3,2,4,2,No,
239,Mira,Castellanos,Mira Castellanos,2,Engineering,Technology,QA Engineer,2,Non-Travel,2013-12-24,,Active,0,12.02,10 yr+,5,Male,30,Divorced,Bachelor,9,1608.0,Oscar Silva,3072,0.5426,3,Q3,-5.1,2,11.0,2025-12-25,3,1,3,3,No,
240,Chloe,Jokinen,Chloe Jokinen,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2020-04-01,,Active,0,5.75,5-10 yr,4,Female,45,Divorced,College,4,1975.0,Grace Kaur,5006,0.2462,1,Q1 (lowest paid in role),-27.7,1,11.0,2025-12-28,3,1,3,4,Yes,
241,Divya,Osei,Divya Osei,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2023-09-05,,Active,0,2.32,1-3 yr,2,Female,56,Divorced,Bachelor,8,1255.0,Claire Reyes,4257,0.7938,4,Q4 (highest paid in role),31.4,1,18.0,2025-12-22,3,1,3,3,Yes,
242,Elena,Aoki,Elena Aoki,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2022-03-11,,Active,0,3.81,3-5 yr,3,Male,33,Single,Bachelor,2,901.0,Chloe Mbeki,2500,0.3024,2,Q2,-22.8,0,14.0,2025-12-30,3,4,3,4,No,
244,Divya,Navarro,Divya Navarro,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2001-07-19,,Active,0,24.45,10 yr+,5,Female,46,Divorced,College,1,1138.0,Caleb Quintero,10453,0.92,4,Q4 (highest paid in role),51.0,3,25.0,2025-12-26,4,1,2,3,No,
245,Viktor,Castellanos,Viktor Castellanos,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2023-06-13,,Active,0,2.55,1-3 yr,2,Female,38,Single,College,9,1128.0,Kwame Mehta,2288,0.1783,1,Q1 (lowest paid in role),-29.3,0,12.0,2025-12-28,3,4,3,3,No,
246,Amara,Ibrahim,Amara Ibrahim,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2021-06-09,,Active,0,4.56,3-5 yr,3,Female,31,Married,Below College,12,997.0,Leila Krishnan,3929,0.7663,4,Q4 (highest paid in role),21.3,1,23.0,2025-12-15,4,4,3,3,Yes,
247,Isabel,Reyes,Isabel Reyes,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2022-10-08,,Active,0,3.23,3-5 yr,3,Female,34,Single,College,27,1422.0,Isabel Vandenberg,2311,0.1856,1,Q1 (lowest paid in role),-28.7,0,15.0,2025-12-20,3,2,4,3,No,
249,Elena,Mehta,Elena Mehta,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2022-08-21,,Active,0,3.36,3-5 yr,3,Male,50,Married,Bachelor,1,58.0,Isabel Hassan,3690,0.6938,3,Q3,14.0,1,15.0,2025-12-16,3,3,3,2,No,
250,Yuki,Lombardi,Yuki Lombardi,5,Operations,Technology,Operations Director,2,Travel_Rarely,2021-03-04,,Active,0,4.83,3-5 yr,3,Female,53,Divorced,College,13,1005.0,Zara Lindqvist,4450,0.1319,1,Q1 (lowest paid in role),-39.0,2,11.0,2025-12-18,3,1,4,3,No,
252,Aarav,Larsen,Aarav Larsen,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2017-01-07,,Active,0,8.98,5-10 yr,4,Female,33,Married,Bachelor,14,901.0,Chloe Mbeki,2756,0.4399,2,Q2,-14.9,1,13.0,2025-12-29,3,2,4,3,No,
253,Amara,Jokinen,Amara Jokinen,4,Finance,Corporate Services,Finance Manager,5,Travel_Rarely,2005-04-14,,Active,0,20.71,10 yr+,5,Female,40,Married,Below College,4,1191.0,Aisha Varga,19033,0.7129,3,Q3,10.8,1,14.0,2025-12-16,3,3,4,3,No,
254,Zara,Sharma,Zara Sharma,2,Engineering,Technology,Engineering Director,5,Travel_Rarely,2001-02-25,,Active,0,24.85,10 yr+,5,Male,55,Single,Master,14,825.0,Sofia Sharma,18722,0.7342,3,Q3,16.8,0,11.0,2025-12-19,3,2,3,3,No,
256,Idris,Silva,Idris Silva,5,Operations,Technology,Operations Director,2,Travel_Frequently,2015-12-20,,Active,0,10.03,10 yr+,5,Male,34,Married,Below College,2,1026.0,Nadia Mbeki,9547,0.7569,4,Q4 (highest paid in role),30.9,0,17.0,2025-12-26,3,3,4,2,No,
258,Tobias,Simonsen,Tobias Simonsen,6,Customer Support,Go-To-Market,Support Representative,4,Travel_Rarely,2018-02-01,,Active,0,7.91,5-10 yr,4,Female,51,Single,Bachelor,3,762.0,Felix Okafor,13734,0.9846,4,Q4 (highest paid in role),82.4,0,18.0,2025-12-26,3,2,4,3,No,
